1.4803e-14,20.159,34.311,43.556,49.508,53.436,56.149,58.099,59.513,60.497,3.3307e-14,15.471,27.075,35.274,40.966,44.98,47.911,50.128,51.838,53.151,4.4409e-14,8.0043,14.634,19.939,24.121,27.432,30.101,32.305,34.164,35.764
1.4803e-14,18.557,32.371,41.931,48.349,52.667,55.643,57.755,59.265,60.306,1.1102e-14,14.205,25.419,33.764,39.793,44.138,47.325,49.722,51.554,52.942,1.1102e-14,7.321,13.629,18.888,23.182,26.667,29.515,31.878,33.869,35.559
1.4803e-14,16.871,30.168,39.947,46.847,51.633,54.958,57.295,58.944,60.066,2.2204e-14,12.883,23.572,31.964,38.315,43.036,46.544,49.178,51.176,52.677,3.3307e-14,6.6156,12.538,17.683,22.05,25.705,28.754,31.31,33.47,35.293
0,15.105,27.677,37.519,44.875,50.203,53.99,56.653,58.507,59.755,1.1102e-14,11.509,21.518,29.817,36.433,41.561,45.467,48.422,50.656,52.325,1.1102e-14,5.8906,11.357,16.304,20.682,24.483,27.745,30.532,32.913,34.93
0,13.271,24.878,34.548,42.257,48.169,52.552,55.697,57.877,59.326,0,10.091,19.25,27.261,34.021,39.542,43.924,47.319,49.899,51.824,0,5.1504,10.087,14.733,19.024,22.914,26.382,29.434,32.098,34.398
2.9606e-14,11.386,21.772,30.942,38.764,45.2,50.293,54.14,56.877,58.684,1.1102e-14,8.6451,16.777,24.245,30.925,36.73,41.618,45.594,48.705,51.051,1.1102e-14,4.4026,8.7363,12.96,17.026,20.888,24.499,27.825,30.843,33.549
0,9.4882,18.402,26.651,34.146,40.804,46.549,51.308,55.002,57.572,0,7.1971,14.135,20.756,26.997,32.782,38.033,42.662,46.573,49.683,0,3.6603,7.3272,10.994,14.649,18.278,21.86,25.367,28.768,32.04
