0.00	99950.00	   50.00	    0.00	    0.00	   50.00	0.000	2.500	2.500	    0.00	  7		    0.00	    0.00	   23.00	   27.00	0.000	0.000
1.00	99949.87	   50.13	    0.00	    0.13	   50.13	0.000	2.647	2.645	    0.07	 60		    0.05	    0.08	   23.05	   27.08	0.375	0.625
2.00	99946.73	   53.04	    0.23	    3.19	   53.27	1.339	2.691	2.690	    0.07	 96		    1.80	    1.39	   24.83	   28.44	0.565	0.435
3.00	99924.52	   73.41	    2.07	   22.34	   75.48	0.446	2.551	2.550	    0.12	100		   12.06	   10.28	   36.82	   38.66	0.540	0.460
4.00	99874.68	  116.62	    8.70	   49.84	  125.32	0.414	2.405	2.403	    0.28	100		   27.75	   22.09	   64.57	   60.75	0.557	0.443
5.00	99812.05	  162.09	   25.86	   62.63	  187.95	0.396	2.338	2.335	    0.51	100		   36.19	   26.44	  100.76	   87.19	0.578	0.422
6.00	99734.86	  210.28	   54.86	   77.19	  265.14	0.295	2.300	2.297	    0.79	100		   45.76	   31.43	  146.52	  118.62	0.593	0.407
7.00	99631.69	  274.37	   93.94	  103.17	  368.31	0.263	2.280	2.276	    1.48	100		   60.51	   42.66	  207.03	  161.28	0.587	0.413
8.00	99500.36	  352.75	  146.89	  131.33	  499.64	0.259	2.262	2.257	    2.47	100		   76.39	   54.94	  283.42	  216.22	0.582	0.418
9.00	99327.09	  458.70	  214.21	  173.27	  672.91	0.257	2.248	2.242	    4.35	100		  102.02	   71.25	  385.44	  287.47	0.589	0.411
10.00	99101.12	  598.93	  299.95	  225.97	  898.88	0.265	2.238	2.230	    7.32	100		  132.00	   93.97	  517.44	  381.44	0.584	0.416
11.00	98811.22	  775.87	  412.91	  289.90	 1188.78	0.263	2.226	2.216	   11.95	100		  168.06	  121.84	  685.50	  503.28	0.580	0.420
12.00	98433.87	 1006.36	  559.77	  377.35	 1566.13	0.259	2.217	2.205	   19.82	100		  221.34	  156.01	  906.84	  659.29	0.587	0.413
13.00	97946.26	 1302.62	  751.12	  487.61	 2053.74	0.259	2.209	2.193	   33.03	100		  288.96	  198.65	 1195.80	  857.94	0.593	0.407
14.00	97322.38	 1674.84	 1002.78	  623.88	 2677.62	0.255	2.198	2.178	   54.34	100		  367.83	  256.05	 1563.63	 1113.99	0.590	0.410
15.00	96515.33	 2156.26	 1328.41	  807.05	 3484.67	0.252	2.187	2.162	   90.16	100		  477.22	  329.83	 2040.85	 1443.82	0.591	0.409
16.00	95487.45	 2769.28	 1743.27	 1027.88	 4512.55	0.251	2.175	2.142	  146.11	100		  608.14	  419.74	 2648.99	 1863.56	0.592	0.408
17.00	94186.20	 3529.27	 2284.53	 1301.25	 5813.80	0.246	2.159	2.119	  233.74	100		  777.38	  523.87	 3426.37	 2387.43	0.597	0.403
18.00	92550.94	 4466.32	 2982.74	 1635.26	 7449.06	0.239	2.142	2.093	  369.14	100		  982.35	  652.91	 4408.72	 3040.34	0.601	0.399
19.00	90504.50	 5616.21	 3879.29	 2046.44	 9495.50	0.232	2.119	2.059	  571.71	100		 1236.24	  810.20	 5644.96	 3850.54	0.604	0.396
20.00	87989.84	 6979.71	 5030.45	 2514.66	12010.16	0.223	2.089	2.017	  864.71	100		 1538.01	  976.65	 7182.97	 4827.19	0.612	0.388
21.00	84948.62	 8546.40	 6504.98	 3041.22	15051.38	0.210	2.055	1.970	 1271.14	100		 1887.54	 1153.68	 9070.51	 5980.87	0.621	0.379
22.00	81339.92	10296.24	 8363.84	 3608.70	18660.08	0.194	2.015	1.918	 1813.88	100		 2266.43	 1342.27	11336.94	 7323.14	0.628	0.372
23.00	77156.93	12157.24	10685.83	 4182.99	22843.07	0.176	1.969	1.860	 2494.27	100		 2686.75	 1496.24	14023.69	 8819.38	0.642	0.358
24.00	72432.83	14012.97	13554.20	 4724.10	27567.17	0.154	1.918	1.798	 3303.24	100		 3098.85	 1625.25	17122.54	10444.63	0.656	0.344
25.00	67254.06	15724.44	17021.50	 5178.77	32745.94	0.129	1.862	1.734	 4201.37	100		 3479.05	 1699.72	20601.59	12144.35	0.672	0.328
26.00	61816.30	17033.09	21150.61	 5437.76	38183.70	0.098	1.804	1.669	 5123.40	100		 3761.69	 1676.07	24363.28	13820.42	0.692	0.308
