0.00	99950.00	   50.00	    0.00	    0.00	   50.00	0.000	2.080	2.080	    0.00	  1	  0	    0.00	    0.00	   29.00	   21.00	0.000	0.000
1.00	99949.82	   50.18	    0.00	    0.18	   50.18	0.000	2.444	2.440	    0.18	 11	  1	    0.00	    0.18	   29.00	   21.18	0.000	1.000
2.00	99949.44	   50.42	    0.14	    0.53	   50.56	2.099	2.529	2.527	    0.09	 66	 11	    0.24	    0.29	   29.24	   21.32	0.457	0.543
3.00	99945.09	   54.44	    0.46	    4.53	   54.91	1.129	2.549	2.548	    0.09	 97	 66	    2.48	    2.04	   31.65	   23.26	0.549	0.451
4.00	99920.06	   76.71	    3.23	   25.18	   79.94	0.418	2.437	2.435	    0.20	100	 97	   13.89	   11.29	   45.46	   34.48	0.552	0.448
5.00	99871.40	  117.97	   10.63	   48.66	  128.60	0.402	2.333	2.331	    0.29	100	100	   27.82	   20.84	   73.28	   55.32	0.572	0.428
6.00	99810.85	  159.97	   29.18	   60.55	  189.15	0.367	2.283	2.280	    0.55	100	100	   35.16	   25.39	  108.44	   80.71	0.581	0.419
7.00	99734.47	  207.41	   58.12	   76.38	  265.53	0.282	2.257	2.253	    0.94	100	100	   44.93	   31.45	  153.37	  112.16	0.588	0.412
8.00	99634.45	  267.84	   97.71	  100.02	  365.55	0.258	2.246	2.242	    1.59	100	100	   59.19	   40.83	  212.56	  152.99	0.592	0.408
9.00	99503.01	  347.97	  149.02	  131.44	  496.99	0.259	2.246	2.241	    2.65	100	100	   77.59	   53.85	  290.15	  206.84	0.590	0.410
10.00	99334.04	  450.51	  215.45	  168.97	  665.96	0.260	2.233	2.226	    4.30	100	100	   98.09	   70.88	  388.24	  277.72	0.581	0.419
11.00	99113.31	  586.07	  300.62	  220.73	  886.69	0.261	2.221	2.213	    7.06	100	100	  129.00	   91.73	  517.24	  369.45	0.584	0.416
12.00	98828.32	  759.11	  412.57	  284.99	 1171.68	0.261	2.220	2.210	   11.81	100	100	  166.59	  118.40	  683.83	  487.85	0.585	0.415
13.00	98459.81	  984.53	  555.66	  368.51	 1540.19	0.259	2.214	2.202	   19.40	100	100	  216.22	  152.29	  900.05	  640.14	0.587	0.413
14.00	97981.04	 1276.56	  742.40	  478.77	 2018.96	0.260	2.206	2.190	   32.63	100	100	  281.92	  196.85	 1181.97	  836.99	0.589	0.411
15.00	97362.12	 1651.36	  986.52	  618.92	 2637.88	0.259	2.196	2.175	   54.28	100	100	  366.49	  252.43	 1548.46	 1089.42	0.592	0.408
16.00	96568.51	 2127.10	 1304.39	  793.61	 3431.49	0.255	2.185	2.159	   88.02	100	100	  469.36	  324.25	 2017.82	 1413.67	0.591	0.409
17.00	95562.33	 2720.55	 1717.12	 1006.18	 4437.67	0.250	2.173	2.141	  141.45	100	100	  598.89	  407.29	 2616.71	 1820.96	0.595	0.405
18.00	94283.10	 3465.28	 2251.62	 1279.23	 5716.90	0.244	2.160	2.120	  227.77	100	100	  763.21	  516.02	 3379.92	 2336.98	0.597	0.403
19.00	92673.64	 4387.13	 2939.23	 1609.46	 7326.36	0.239	2.141	2.092	  359.49	100	100	  962.62	  646.84	 4342.54	 2983.82	0.598	0.402
20.00	90667.30	 5510.21	 3822.49	 2006.34	 9332.70	0.232	2.118	2.059	  552.81	100	100	 1210.77	  795.57	 5553.31	 3779.39	0.603	0.397
21.00	88205.72	 6842.96	 4951.32	 2461.58	11794.28	0.222	2.092	2.021	  836.28	100	100	 1507.57	  954.01	 7060.88	 4733.40	0.612	0.388
22.00	85219.51	 8394.93	 6385.56	 2986.21	14780.49	0.211	2.058	1.974	 1230.81	100	100	 1849.99	 1136.22	 8910.87	 5869.62	0.620	0.380
23.00	81662.68	10128.98	 8208.34	 3556.83	18337.32	0.196	2.019	1.923	 1762.68	100	100	 2237.90	 1318.93	11148.77	 7188.55	0.629	0.371
24.00	77522.73	11991.98	10485.29	 4139.95	22477.27	0.178	1.974	1.866	 2435.28	100	100	 2653.56	 1486.39	13802.33	 8674.94	0.641	0.359
25.00	72840.70	13860.31	13298.99	 4682.03	27159.30	0.157	1.923	1.804	 3236.79	100	100	 3059.89	 1622.14	16862.22	10297.08	0.654	0.346
26.00	67702.80	15586.94	16710.26	 5137.90	32297.20	0.131	1.868	1.740	 4128.99	100	100	 3449.48	 1688.42	20311.70	11985.50	0.671	0.329
27.00	62256.50	16982.49	20761.01	 5446.30	37743.50	0.102	1.809	1.675	 5054.05	100	100	 3760.46	 1685.84	24072.16	13671.34	0.690	0.310
28.00	56638.68	17891.20	25470.12	 5617.82	43361.32	0.069	1.749	1.611	 5951.86	100	100	 3999.37	 1618.45	28071.53	15289.79	0.712	0.288
29.00	51181.33	18024.79	30793.88	 5457.35	48818.67	0.030	1.690	1.552	 6748.85	100	100	 4007.11	 1450.24	32078.64	16740.03	0.734	0.266
30.00	45975.03	17509.29	36515.68	 5206.30	54024.97	-0.011	1.635	1.498	 7409.99	100	100	 3949.77	 1256.53	36028.41	17996.56	0.759	0.241
31.00	41262.94	16257.16	42479.90	 4712.09	58737.06	-0.052	1.585	1.450	 7928.35	100	100	 3684.52	 1027.57	39712.93	19024.13	0.782	0.218
32.00	37087.29	14560.97	48351.74	 4175.65	62912.71	-0.092	1.541	1.409	 8306.01	100	100	 3359.79	  815.86	43072.72	19839.99	0.805	0.195
33.00	33528.49	12531.46	53940.05	 3558.80	66471.51	-0.130	1.504	1.375	 8569.50	100	100	 2938.83	  619.97	46011.55	20459.96	0.826	0.174
34.00	30576.41	10424.44	58999.15	 2952.08	69423.59	-0.167	1.473	1.347	 8744.52	100	100	 2492.67	  459.41	48504.22	20919.37	0.844	0.156
35.00	28171.75	 8438.37	63389.88	 2404.66	71828.25	-0.198	1.448	1.325	 8855.94	100	100	 2069.72	  334.94	50573.94	21254.31	0.861	0.139
36.00	26247.01	 6671.85	67081.14	 1924.74	73752.99	-0.223	1.428	1.307	 8924.73	100	100	 1677.63	  247.11	52251.57	21501.42	0.872	0.128
37.00	24732.51	 5187.12	70080.37	 1514.50	75267.49	-0.243	1.412	1.293	 8966.57	100	100	 1338.31	  176.19	53589.88	21677.61	0.884	0.116
38.00	23559.68	 3974.01	72466.31	 1172.83	76440.32	-0.259	1.400	1.283	 8991.22	100	100	 1046.26	  126.57	54636.14	21804.18	0.892	0.108
39.00	22646.58	 3032.04	74321.38	  913.10	77353.42	-0.268	1.391	1.274	 9006.03	100	100	  820.03	   93.07	55456.17	21897.25	0.898	0.102
40.00	21949.60	 2288.09	75762.31	  696.98	78050.40	-0.276	1.384	1.268	 9014.36	100	100	  629.29	   67.69	56085.46	21964.94	0.903	0.097
41.00	21418.80	 1720.94	76860.26	  530.80	78581.20	-0.283	1.378	1.263	 9019.47	100	100	  482.76	   48.04	56568.22	22012.98	0.909	0.091
42.00	21015.22	 1293.00	77691.78	  403.58	78984.78	-0.285	1.374	1.260	 9022.04	100	100	  368.43	   35.15	56936.65	22048.13	0.913	0.087
43.00	20711.50	  966.80	78321.70	  303.72	79288.50	-0.288	1.371	1.257	 9023.69	100	100	  277.26	   26.46	57213.91	22074.59	0.913	0.087
44.00	20479.98	  728.86	78791.16	  231.52	79520.02	-0.287	1.368	1.255	 9024.65	100	100	  212.49	   19.03	57426.40	22093.62	0.918	0.082
45.00	20305.82	  547.52	79146.66	  174.16	79694.18	-0.284	1.366	1.253	 9025.04	100	100	  159.40	   14.76	57585.80	22108.38	0.915	0.085
46.00	20174.65	  410.24	79415.11	  131.17	79825.35	-0.287	1.365	1.252	 9025.23	100	100	  121.04	   10.13	57706.84	22118.51	0.923	0.077
47.00	20075.15	  308.72	79616.13	   99.50	79924.85	-0.286	1.364	1.251	 9025.40	100	100	   91.05	    8.45	57797.89	22126.96	0.915	0.085
48.00	20000.02	  231.82	79768.16	   75.13	79999.98	-0.285	1.363	1.250	 9025.49	100	100	   68.90	    6.23	57866.79	22133.19	0.917	0.083
49.00	19944.61	  173.37	79882.02	   55.41	80055.39	-0.289	1.363	1.250	 9025.54	100	100	   51.06	    4.35	57917.85	22137.54	0.921	0.079
50.00	19902.28	  131.02	79966.70	   42.33	80097.72	-0.285	1.362	1.250	 9025.59	100	100	   38.80	    3.53	57956.65	22141.07	0.917	0.083
51.00	19870.22	   98.79	80030.99	   32.06	80129.78	-0.281	1.362	1.249	 9025.60	100	100	   29.80	    2.26	57986.45	22143.33	0.930	0.070
52.00	19846.55	   73.16	80080.29	   23.67	80153.45	-0.291	1.362	1.249	 9025.63	100	100	   21.63	    2.04	58008.08	22145.37	0.914	0.086
53.00	19828.37	   55.27	80116.36	   18.18	80171.63	-0.290	1.362	1.249	 9025.65	100	100	   16.66	    1.52	58024.74	22146.89	0.916	0.084
54.00	19815.18	   40.62	80144.20	   13.19	80184.82	-0.294	1.361	1.249	 9025.65	100	100	   12.09	    1.10	58036.83	22147.99	0.917	0.083
55.00	19804.91	   31.26	80163.83	   10.27	80195.09	-0.285	1.361	1.249	 9025.65	100	100	    9.50	    0.77	58046.33	22148.76	0.925	0.075
56.00	19797.49	   23.37	80179.14	    7.42	80202.51	-0.276	1.361	1.249	 9025.65	100	100	    6.94	    0.48	58053.27	22149.24	0.935	0.065
57.00	19791.40	   18.01	80190.59	    6.09	80208.60	-0.276	1.361	1.249	 9025.65	100	100	    5.55	    0.54	58058.82	22149.78	0.911	0.089
58.00	19787.46	   12.88	80199.66	    3.94	80212.54	-0.298	1.361	1.249	 9025.65	100	100	    3.69	    0.25	58062.51	22150.03	0.937	0.063
59.00	19784.29	    9.78	80205.93	    3.17	80215.71	-0.305	1.361	1.249	 9025.65	100	100	    2.87	    0.30	58065.38	22150.33	0.905	0.095
60.00	19781.84	    7.26	80210.90	    2.45	80218.16	-0.287	1.361	1.249	 9025.65	100	100	    2.36	    0.09	58067.74	22150.42	0.963	0.037
61.00	19780.15	    5.24	80214.61	    1.69	80219.85	-0.312	1.361	1.248	 9025.65	100	100	    1.57	    0.12	58069.31	22150.54	0.929	0.071
62.00	19778.75	    4.06	80217.19	    1.40	80221.25	-0.291	1.361	1.248	 9025.65	100	100	    1.35	    0.05	58070.66	22150.59	0.964	0.036
63.00	19777.80	    2.94	80219.26	    0.95	80222.20	-0.289	1.361	1.248	 9025.65	100	100	    0.89	    0.06	58071.55	22150.65	0.937	0.063
64.00	19777.12	    2.13	80220.75	    0.68	80222.88	-0.323	1.361	1.248	 9025.65	100	100	    0.63	    0.05	58072.18	22150.70	0.926	0.074
65.00	19776.52	    1.70	80221.78	    0.60	80223.48	-0.274	1.361	1.248	 9025.65	100	100	    0.57	    0.03	58072.75	22150.73	0.950	0.050
66.00	19776.11	    1.17	80222.72	    0.41	80223.89	-0.300	1.361	1.248	 9025.65	100	100	    0.39	    0.02	58073.14	22150.75	0.951	0.049
67.00	19775.83	    0.84	80223.33	    0.28	80224.17	-0.352	1.361	1.248	 9025.65	100	100	    0.28	    0.00	58073.42	22150.75	1.000	0.000
68.00	19775.60	    0.63	80223.77	    0.23	80224.40	-0.310	1.361	1.248	 9025.65	100	100	    0.23	    0.00	58073.65	22150.75	1.000	0.000
69.00	19775.47	    0.39	80224.14	    0.13	80224.53	-0.384	1.361	1.248	 9025.65	100	100	    0.12	    0.01	58073.77	22150.76	0.923	0.077
